estacion_id;fecha;temperatura;humedad;rocio;precipitacion
94059;01/12/2016 0:00;19.0;71.6;13.8;0.0
94059;01/12/2016 0:10;18.8;72.9;13.8;0.0
94059;01/12/2016 0:20;18.6;74.3;13.9;0.0
94059;01/12/2016 0:30;18.5;75.4;14.1;0.0
94059;01/12/2016 0:40;18.7;75.7;14.3;0.0
94059;01/12/2016 0:50;18.3;76.9;14.2;0.0
94059;01/12/2016 1:00;18.1;78.2;14.2;0.0
94059;01/12/2016 1:10;18.0;78.9;14.3;0.0
94059;01/12/2016 1:20;17.7;79.7;14.1;0.0
94059;01/12/2016 1:30;17.6;80.2;14.1;0.0
94059;01/12/2016 1:40;17.6;80.2;14.1;0.0
94059;01/12/2016 1:50;17.7;79.9;14.2;0.0
94059;01/12/2016 2:00;17.7;79.3;14.1;0.0
94059;01/12/2016 2:10;17.5;79.5;13.9;0.0
94059;01/12/2016 2:20;17.8;78.4;14;0.0
94059;01/12/2016 2:30;17.5;78.5;13.7;0.0
94059;01/12/2016 2:40;17.4;78.6;13.6;0.0
94059;01/12/2016 2:50;17.1;79.1;13.5;0.0
94059;01/12/2016 3:00;17.1;79.3;13.5;0.0
94059;01/12/2016 3:10;16.9;79.2;13.3;0.0
94059;01/12/2016 3:20;17.0;79.5;13.4;0.0
94059;01/12/2016 3:30;17.1;79.1;13.5;0.0
94059;01/12/2016 3:40;16.8;79.6;13.3;0.0
94059;01/12/2016 3:50;16.7;80.2;13.3;0.0
94059;01/12/2016 4:00;16.5;80.5;13.1;0.0
94059;01/12/2016 4:10;16.2;81.4;13;0.0
94059;01/12/2016 4:20;16.1;82.2;13.1;0.0
94059;01/12/2016 4:30;16.2;82.4;13.2;0.0
94059;01/12/2016 4:40;16.1;82.9;13.2;0.0
94059;01/12/2016 4:50;16.2;83.1;13.3;0.0
94059;01/12/2016 5:00;16.5;82.3;13.5;0.0
94059;01/12/2016 5:10;16.3;82.5;13.3;0.0
94059;01/12/2016 5:20;16.1;83.2;13.3;0.0
94059;01/12/2016 5:30;15.9;83.8;13.2;0.0
94059;01/12/2016 5:40;16.1;84.0;13.4;0.0
94059;01/12/2016 5:50;16.1;84.0;13.4;0.0
94059;01/12/2016 6:00;16.3;83.8;13.6;0.0
94059;01/12/2016 6:10;16.3;83.8;13.6;0.0
94059;01/12/2016 6:20;16.6;83.3;13.8;0.0
94059;01/12/2016 6:30;17.1;82.5;14.1;0.0
94059;01/12/2016 6:40;17.9;80.7;14.5;0.0
94059;01/12/2016 6:50;18.4;78.7;14.6;0.0
94059;01/12/2016 7:00;19.0;76.8;14.8;0.0
94059;01/12/2016 7:10;19.7;74.0;14.9;0.0
94059;01/12/2016 7:20;20.4;72.2;15.2;0.0
94059;01/12/2016 7:30;21.0;69.8;15.3;0.0
94059;01/12/2016 7:40;21.6;67.2;15.3;0.0
94059;01/12/2016 7:50;22.1;65.4;15.3;0.0
94059;01/12/2016 8:00;22.7;62.7;15.2;0.0
94059;01/12/2016 8:10;23.4;59.7;15.1;0.0
94059;01/12/2016 8:20;23.8;58.1;15.1;0.0
94059;01/12/2016 8:30;24.1;56.0;14.8;0.0
94059;01/12/2016 8:40;24.3;54.9;14.7;0.0
94059;01/12/2016 8:50;24.5;54.5;14.7;0.0
94059;01/12/2016 9:00;25.1;52.1;14.6;0.0
94059;01/12/2016 9:10;25.5;49.5;14.2;0.0
94059;01/12/2016 9:20;25.7;49.5;14.3;0.0
94059;01/12/2016 9:30;26.1;48.3;14.3;0.0
94059;01/12/2016 9:40;26.3;47.0;14.1;0.0
94059;01/12/2016 9:50;26.8;45.7;14.1;0.0
94059;01/12/2016 10:00;26.5;44.4;13.4;0.0
94059;01/12/2016 10:10;26.7;42.8;13;0.0
94059;01/12/2016 10:20;27.4;40.1;12.6;0.0
94059;01/12/2016 10:30;27.8;38.8;12.5;0.0
94059;01/12/2016 10:40;27.3;38.7;12;0.0
94059;01/12/2016 10:50;28.4;39.4;13.3;0.0
94059;01/12/2016 11:00;28.4;38.3;12.8;0.0
94059;01/12/2016 11:10;28.8;38.8;13.4;0.0
94059;01/12/2016 11:20;29.0;38.4;13.4;0.0
94059;01/12/2016 11:30;29.5;38.8;14;0.0
94059;01/12/2016 11:40;29.4;38.5;13.8;0.0
94059;01/12/2016 11:50;30.2;38.0;14.3;0.0
94059;01/12/2016 12:00;30.0;37.2;13.8;0.0
94059;01/12/2016 12:10;29.9;37.9;14;0.0
94059;01/12/2016 12:20;30.4;37.7;14.4;0.0
94059;01/12/2016 12:30;31.0;36.4;14.3;0.0
94059;01/12/2016 12:40;30.7;36.2;14;0.0
94059;01/12/2016 12:50;31.6;35.7;14.6;0.0
94059;01/12/2016 13:00;31.8;35.5;14.7;0.0
94059;01/12/2016 13:10;31.9;34.5;14.3;0.0
94059;01/12/2016 13:20;32.1;35.2;14.8;0.0
94059;01/12/2016 13:30;31.9;35.5;14.8;0.0
94059;01/12/2016 13:40;31.6;35.6;14.5;0.0
94059;01/12/2016 13:50;32.2;35.0;14.8;0.0
94059;01/12/2016 14:00;32.2;34.8;14.7;0.0
94059;01/12/2016 14:10;32.2;34.3;14.5;0.0
94059;01/12/2016 14:20;32.5;34.0;14.6;0.0
94059;01/12/2016 14:30;32.6;34.1;14.7;0.0
94059;01/12/2016 14:40;32.3;34.1;14.5;0.0
94059;01/12/2016 14:50;33.2;33.6;15;0.0
94059;01/12/2016 15:00;33.1;34.0;15.1;0.0
94059;01/12/2016 15:10;33.2;33.3;14.9;0.0
94059;01/12/2016 15:20;32.5;34.2;14.7;0.0
94059;01/12/2016 15:30;33.5;33.4;15.2;0.0
94059;01/12/2016 15:40;33.3;33.8;15.2;0.0
94059;01/12/2016 15:50;32.9;33.4;14.7;0.0
94059;01/12/2016 16:00;33.4;34.2;15.5;0.0
94059;01/12/2016 16:10;33.0;32.5;14.3;0.0
94059;01/12/2016 16:20;33.0;33.4;14.8;0.0
94059;01/12/2016 16:30;32.4;34.2;14.6;0.0
94059;01/12/2016 16:40;32.9;33.6;14.8;0.0
94059;01/12/2016 16:50;32.7;33.8;14.7;0.0
94059;01/12/2016 17:00;32.2;34.7;14.7;0.0
94059;01/12/2016 17:10;32.4;35.1;15;0.0
94059;01/12/2016 17:20;31.9;35.0;14.5;0.0
94059;01/12/2016 17:30;31.8;35.5;14.7;0.0
94059;01/12/2016 17:40;31.5;35.5;14.4;0.0
94059;01/12/2016 17:50;31.1;36.4;14.4;0.0
94059;01/12/2016 18:00;30.9;37.6;14.8;0.0
94059;01/12/2016 18:10;30.4;38.2;14.6;0.0
94059;01/12/2016 18:20;30.2;38.6;14.6;0.0
94059;01/12/2016 18:30;29.8;38.8;14.3;0.0
94059;01/12/2016 18:40;29.5;39.5;14.3;0.0
94059;01/12/2016 18:50;29.1;40.3;14.2;0.0
94059;01/12/2016 19:00;28.9;41.1;14.4;0.0
94059;01/12/2016 19:10;28.6;42.0;14.4;0.0
94059;01/12/2016 19:20;28.3;42.9;14.5;0.0
94059;01/12/2016 19:30;28.0;43.4;14.4;0.0
94059;01/12/2016 19:40;27.6;44.7;14.5;0.0
94059;01/12/2016 19:50;27.3;45.4;14.5;0.0
94059;01/12/2016 20:00;27.0;46.0;14.4;0.0
94059;01/12/2016 20:10;26.6;47.0;14.4;0.0
94059;01/12/2016 20:20;26.3;47.8;14.4;0.0
94059;01/12/2016 20:30;26.0;48.5;14.3;0.0
94059;01/12/2016 20:40;25.6;49.9;14.4;0.0
94059;01/12/2016 20:50;25.3;50.7;14.3;0.0
94059;01/12/2016 21:00;25.0;51.7;14.4;0.0
94059;01/12/2016 21:10;24.8;52.4;14.4;0.0
94059;01/12/2016 21:20;24.5;53.2;14.4;0.0
94059;01/12/2016 21:30;24.2;54.2;14.4;0.0
94059;01/12/2016 21:40;23.9;55.4;14.4;0.0
94059;01/12/2016 21:50;23.6;56.2;14.4;0.0
94059;01/12/2016 22:00;23.2;57.2;14.3;0.0
94059;01/12/2016 22:10;22.5;60.0;14.4;0.0
94059;01/12/2016 22:20;22.1;61.3;14.3;0.0
94059;01/12/2016 22:30;21.7;62.4;14.2;0.0
94059;01/12/2016 22:40;21.7;62.6;14.3;0.0
94059;01/12/2016 22:50;21.6;63.3;14.3;0.0
94059;01/12/2016 23:00;21.3;64.3;14.3;0.0
94059;01/12/2016 23:10;21.1;65.7;14.4;0.0
94059;01/12/2016 23:20;21.3;65.4;14.6;0.0
94059;01/12/2016 23:30;21.2;65.8;14.6;0.0
94059;01/12/2016 23:40;21.2;66.3;14.7;0.0
94059;01/12/2016 23:50;21.2;66.8;14.8;0.0
94059;02/12/2016 0:00;21.0;67.3;14.7;0.0
94059;02/12/2016 0:10;20.2;70.2;14.6;0.0
94059;02/12/2016 0:20;20.2;71.1;14.8;0.0
94059;02/12/2016 0:30;20.2;71.2;14.8;0.0
94059;02/12/2016 0:40;19.9;73.6;15;0.0
94059;02/12/2016 0:50;20.1;73.5;15.2;0.0
94059;02/12/2016 1:00;20.2;74.2;15.5;0.0
94059;02/12/2016 1:10;20.4;73.7;15.5;0.0
94059;02/12/2016 1:20;20.5;74.8;15.9;0.0
94059;02/12/2016 1:30;20.6;74.6;15.9;0.0
94059;02/12/2016 1:40;20.8;74.2;16;0.0
94059;02/12/2016 1:50;21.3;72.6;16.2;0.0
94059;02/12/2016 2:00;21.3;72.8;16.2;0.0
94059;02/12/2016 2:10;21.2;73.7;16.3;0.0
94059;02/12/2016 2:20;21.1;72.8;16;0.0
94059;02/12/2016 2:30;21.0;73.0;16;0.0
94059;02/12/2016 2:40;21.2;72.3;16;0.0
94059;02/12/2016 2:50;21.1;72.6;16;0.0
94059;02/12/2016 3:00;21.1;72.6;16;0.0
94059;02/12/2016 3:10;20.5;74.4;15.8;0.0
94059;02/12/2016 3:20;20.7;73.9;15.9;0.0
94059;02/12/2016 3:30;21.1;73.3;16.1;0.0
94059;02/12/2016 3:40;21.6;71.4;16.2;0.0
94059;02/12/2016 3:50;21.9;70.4;16.3;0.0
94059;02/12/2016 4:00;22.2;69.1;16.3;0.0
94059;02/12/2016 4:10;22.1;69.4;16.2;0.0
94059;02/12/2016 4:20;21.7;71.9;16.4;0.0
94059;02/12/2016 4:30;21.7;72.2;16.5;0.0
94059;02/12/2016 4:40;22.1;69.6;16.3;0.0
94059;02/12/2016 4:50;21.7;69.4;15.9;0.0
94059;02/12/2016 5:00;21.3;70.3;15.7;0.0
94059;02/12/2016 5:10;21.4;68.9;15.5;0.0
94059;02/12/2016 5:20;21.1;68.1;15;0.0
94059;02/12/2016 5:30;21.1;67.9;14.9;0.0
94059;02/12/2016 5:40;20.9;68.2;14.8;0.0
94059;02/12/2016 5:50;20.8;68.7;14.8;0.0
94059;02/12/2016 6:00;20.6;69.3;14.8;0.0
94059;02/12/2016 6:10;20.6;69.6;14.8;0.0
94059;02/12/2016 6:20;20.6;69.9;14.9;0.0
94059;02/12/2016 6:30;20.5;70.3;14.9;0.0
94059;02/12/2016 6:40;20.6;70.7;15.1;0.0
94059;02/12/2016 6:50;20.6;71.1;15.2;0.0
94059;02/12/2016 7:00;20.6;71.3;15.2;0.0
94059;02/12/2016 7:10;20.7;71.7;15.4;0.0
94059;02/12/2016 7:20;20.8;71.4;15.4;0.0
94059;02/12/2016 7:30;20.8;71.4;15.4;0.0
94059;02/12/2016 7:40;20.9;71.6;15.6;0.0
94059;02/12/2016 7:50;21.4;70.7;15.9;0.0
94059;02/12/2016 8:00;21.5;69.8;15.8;0.0
94059;02/12/2016 8:10;21.5;69.8;15.8;0.0
94059;02/12/2016 8:20;21.5;69.8;15.8;0.0
94059;02/12/2016 8:30;21.6;69.1;15.7;0.0
94059;02/12/2016 8:40;21.7;68.7;15.7;0.0
94059;02/12/2016 8:50;21.6;69.1;15.7;0.0
94059;02/12/2016 9:00;21.4;70.6;15.8;0.0
94059;02/12/2016 9:10;21.0;74.1;16.2;0.0
94059;02/12/2016 9:20;20.7;76.6;16.4;0.2
94059;02/12/2016 9:30;19.9;80.7;16.5;1.0
94059;02/12/2016 9:40;19.4;84.8;16.8;1.4
94059;02/12/2016 9:50;18.8;86.8;16.6;0.2
94059;02/12/2016 10:00;18.7;87.7;16.6;2.0
94059;02/12/2016 10:10;18.9;86.9;16.7;0.2
94059;02/12/2016 10:20;18.7;87.5;16.6;0.0
94059;02/12/2016 10:30;18.6;88.0;16.6;0.2
94059;02/12/2016 10:40;18.7;88.1;16.7;0.0
94059;02/12/2016 10:50;18.6;88.5;16.7;0.0
94059;02/12/2016 11:00;18.7;88.7;16.8;0.2
94059;02/12/2016 11:10;18.7;88.7;16.8;0.2
94059;02/12/2016 11:20;18.6;88.3;16.6;0.4
94059;02/12/2016 11:30;18.6;89.0;16.8;0.2
94059;02/12/2016 11:40;18.7;89.6;17;0.4
94059;02/12/2016 11:50;18.6;89.9;16.9;0.6
94059;02/12/2016 12:00;18.7;90.4;17.1;0.4
94059;02/12/2016 12:10;18.6;90.6;17;0.2
94059;02/12/2016 12:20;18.8;90.8;17.3;0.2
94059;02/12/2016 12:30;18.9;91.1;17.4;0.4
94059;02/12/2016 12:40;19.0;91.2;17.5;0.0
94059;02/12/2016 12:50;19.2;91.4;17.8;0.0
94059;02/12/2016 13:00;19.2;91.3;17.7;0.0
94059;02/12/2016 13:10;19.3;91.2;17.8;0.0
94059;02/12/2016 13:20;19.2;91.0;17.7;0.0
94059;02/12/2016 13:30;19.4;90.7;17.8;0.0
94059;02/12/2016 13:40;19.5;90.0;17.8;0.0
94059;02/12/2016 13:50;19.8;89.7;18.1;0.0
94059;02/12/2016 14:00;20.1;88.5;18.1;0.0
94059;02/12/2016 14:10;20.3;88.1;18.3;0.0
94059;02/12/2016 14:20;20.4;87.6;18.3;0.0
94059;02/12/2016 14:30;20.8;87.1;18.6;0.0
94059;02/12/2016 14:40;21.3;85.6;18.8;0.0
94059;02/12/2016 14:50;21.3;82.8;18.3;0.0
94059;02/12/2016 15:00;21.8;81.7;18.5;0.0
94059;02/12/2016 15:10;22.1;80.7;18.6;0.0
94059;02/12/2016 15:20;22.3;78.1;18.3;0.0
94059;02/12/2016 15:30;22.6;75.9;18.1;0.0
94059;02/12/2016 15:40;22.8;75.5;18.2;0.0
94059;02/12/2016 15:50;22.4;75.7;17.9;0.0
94059;02/12/2016 16:00;22.5;75.5;18;0.0
94059;02/12/2016 16:10;22.7;75.2;18.1;0.0
94059;02/12/2016 16:20;22.9;75.6;18.4;0.0
94059;02/12/2016 16:30;23.0;75.0;18.3;0.0
94059;02/12/2016 16:40;23.1;75.5;18.5;0.0
94059;02/12/2016 16:50;23.1;73.9;18.2;0.0
94059;02/12/2016 17:00;23.7;73.0;18.6;0.0
94059;02/12/2016 17:10;23.6;72.1;18.3;0.0
94059;02/12/2016 17:20;23.5;69.9;17.7;0.0
94059;02/12/2016 17:30;23.8;70.1;18;0.0
94059;02/12/2016 17:40;23.9;68.8;17.8;0.0
94059;02/12/2016 17:50;24.4;67.4;18;0.0
94059;02/12/2016 18:00;24.3;68.0;18;0.0
94059;02/12/2016 18:10;24.3;66.6;17.7;0.0
94059;02/12/2016 18:20;24.4;66.1;17.7;0.0
94059;02/12/2016 18:30;24.2;68.2;18;0.0
94059;02/12/2016 18:40;24.1;65.9;17.3;0.0
94059;02/12/2016 18:50;24.5;65.9;17.7;0.0
94059;02/12/2016 19:00;24.2;65.7;17.4;0.0
94059;02/12/2016 19:10;24.2;68.0;17.9;0.0
94059;02/12/2016 19:20;23.7;69.2;17.7;0.0
94059;02/12/2016 19:30;23.7;69.9;17.9;0.0
94059;02/12/2016 19:40;23.4;71.2;17.9;0.0
94059;02/12/2016 19:50;23.0;73.7;18.1;0.0
94059;02/12/2016 20:00;22.6;75.1;18;0.0
94059;02/12/2016 20:10;22.2;77.2;18;0.0
94059;02/12/2016 20:20;21.5;77.9;17.5;0.0
94059;02/12/2016 20:30;21.0;80.1;17.4;0.0
94059;02/12/2016 20:40;20.6;82.0;17.4;0.0
94059;02/12/2016 20:50;20.1;83.4;17.2;0.0
94059;02/12/2016 21:00;19.7;84.3;17;0.0
94059;02/12/2016 21:10;19.5;85.5;17;0.0
94059;02/12/2016 21:20;19.3;86.3;17;0.0
94059;02/12/2016 21:30;18.9;87.2;16.7;0.0
94059;02/12/2016 21:40;18.8;88.1;16.8;0.0
94059;02/12/2016 21:50;18.6;88.7;16.7;0.0
94059;02/12/2016 22:00;18.7;89.3;16.9;0.0
94059;02/12/2016 22:10;18.9;89.6;17.2;0.0
94059;02/12/2016 22:20;18.7;89.6;17;0.0
94059;02/12/2016 22:30;18.6;89.9;16.9;0.0
94059;02/12/2016 22:40;18.3;90.2;16.7;0.0
94059;02/12/2016 22:50;18.2;90.4;16.6;0.0
94059;02/12/2016 23:00;18.2;90.7;16.7;0.0
94059;02/12/2016 23:10;17.9;90.9;16.4;0.0
94059;02/12/2016 23:20;17.9;91.2;16.4;0.0
94059;02/12/2016 23:30;17.5;91.2;16;0.0
94059;02/12/2016 23:40;18.0;91.6;16.6;0.0
94059;02/12/2016 23:50;18.0;91.7;16.6;0.0
94059;03/12/2016 0:00;17.9;91.7;16.5;0.0
94059;03/12/2016 0:10;17.7;91.8;16.3;0.0
94059;03/12/2016 0:20;17.2;91.8;15.9;0.2
94059;03/12/2016 0:30;17.4;91.9;16.1;0.0
94059;03/12/2016 0:40;17.3;92.1;16;0.0
94059;03/12/2016 0:50;17.4;92.2;16.1;0.0
94059;03/12/2016 1:00;17.4;92.3;16.1;0.0
94059;03/12/2016 1:10;17.5;92.4;16.3;0.0
94059;03/12/2016 1:20;17.3;92.4;16.1;0.0
94059;03/12/2016 1:30;17.1;92.3;15.8;0.0
94059;03/12/2016 1:40;17.0;92.5;15.8;0.0
94059;03/12/2016 1:50;17.0;92.5;15.8;0.0
94059;03/12/2016 2:00;16.8;92.5;15.6;0.0
94059;03/12/2016 2:10;16.7;92.5;15.5;0.0
94059;03/12/2016 2:20;16.7;92.6;15.5;0.0
94059;03/12/2016 2:30;16.7;92.6;15.5;0.0
94059;03/12/2016 2:40;16.6;92.7;15.4;0.0
94059;03/12/2016 2:50;16.0;92.6;14.8;0.0
94059;03/12/2016 3:00;15.9;92.8;14.7;0.0
94059;03/12/2016 3:10;16.2;92.9;15.1;0.0
94059;03/12/2016 3:20;16.1;93.0;15;0.0
94059;03/12/2016 3:30;15.7;92.9;14.6;0.0
94059;03/12/2016 3:40;15.6;93.0;14.5;0.0
94059;03/12/2016 3:50;15.6;93.1;14.5;0.0
94059;03/12/2016 4:00;15.7;93.2;14.6;0.0
94059;03/12/2016 4:10;15.6;93.1;14.5;0.0
94059;03/12/2016 4:20;15.6;93.1;14.5;0.0
94059;03/12/2016 4:30;15.4;93.0;14.3;0.0
94059;03/12/2016 4:40;15.4;93.0;14.3;0.0
94059;03/12/2016 4:50;15.7;92.9;14.6;0.0
94059;03/12/2016 5:00;16.0;92.8;14.8;0.0
94059;03/12/2016 5:10;16.0;92.5;14.8;0.0
94059;03/12/2016 5:20;15.7;92.3;14.5;0.0
94059;03/12/2016 5:30;15.6;92.2;14.3;0.0
94059;03/12/2016 5:40;15.5;92.2;14.2;0.0
94059;03/12/2016 5:50;15.4;92.2;14.1;0.0
94059;03/12/2016 6:00;15.2;92.3;14;0.0
94059;03/12/2016 6:10;15.0;92.3;13.8;0.0
94059;03/12/2016 6:20;15.4;92.4;14.2;0.0
94059;03/12/2016 6:30;15.7;92.1;14.4;0.0
94059;03/12/2016 6:40;16.5;91.6;15.1;0.0
94059;03/12/2016 6:50;17.3;91.1;15.8;0.0
94059;03/12/2016 7:00;18.1;90.3;16.5;0.0
94059;03/12/2016 7:10;19.1;88.6;17.2;0.0
94059;03/12/2016 7:20;20.0;84.6;17.3;0.0
94059;03/12/2016 7:30;21.0;80.7;17.6;0.0
94059;03/12/2016 7:40;21.9;77.7;17.8;0.0
94059;03/12/2016 7:50;22.9;75.4;18.3;0.0
94059;03/12/2016 8:00;23.5;72.3;18.2;0.0
94059;03/12/2016 8:10;24.4;69.8;18.5;0.0
94059;03/12/2016 8:20;25.0;67.3;18.5;0.0
94059;03/12/2016 8:30;25.5;63.9;18.2;0.0
94059;03/12/2016 8:40;25.8;64.4;18.6;0.0
94059;03/12/2016 8:50;26.2;63.2;18.6;0.0
94059;03/12/2016 9:00;26.5;61.0;18.4;0.0
94059;03/12/2016 9:10;26.8;58.8;18.1;0.0
94059;03/12/2016 9:20;26.8;56.7;17.5;0.0
94059;03/12/2016 9:30;27.4;55.8;17.8;0.0
94059;03/12/2016 9:40;27.5;55.8;17.9;0.2
94059;03/12/2016 9:50;27.5;55.5;17.8;0.0
94059;03/12/2016 10:00;27.6;55.4;17.9;0.0
94059;03/12/2016 10:10;27.8;55.3;18;0.0
94059;03/12/2016 10:20;28.4;55.6;18.7;0.0
94059;03/12/2016 10:30;28.4;52.8;17.8;0.0
94059;03/12/2016 10:40;28.5;51.6;17.6;0.0
94059;03/12/2016 10:50;28.9;50.8;17.7;0.0
94059;03/12/2016 11:00;28.9;50.4;17.6;0.0
94059;03/12/2016 11:10;29.5;46.2;16.7;0.0
94059;03/12/2016 11:20;29.9;46.7;17.3;0.0
94059;03/12/2016 11:30;30.2;45.4;17.1;0.0
94059;03/12/2016 11:40;30.0;43.8;16.3;0.0
94059;03/12/2016 11:50;30.7;44.6;17.3;0.0
94059;03/12/2016 12:00;30.5;41.2;15.8;0.0
94059;03/12/2016 12:10;30.4;42.9;16.4;0.0
94059;03/12/2016 12:20;30.8;42.8;16.7;0.0
94059;03/12/2016 12:30;31.3;41.2;16.5;0.0
94059;03/12/2016 12:40;31.1;44.0;17.4;0.0
94059;03/12/2016 12:50;31.1;41.8;16.6;0.0
94059;03/12/2016 13:00;31.6;41.6;17;0.0
94059;03/12/2016 13:10;31.9;43.3;17.9;0.0
94059;03/12/2016 13:20;31.8;43.7;17.9;0.0
94059;03/12/2016 13:30;31.6;45.2;18.3;0.0
94059;03/12/2016 13:40;31.7;43.5;17.8;0.0
94059;03/12/2016 13:50;31.8;42.2;17.4;0.0
94059;03/12/2016 14:00;31.8;42.9;17.6;0.0
94059;03/12/2016 14:10;31.6;41.2;16.8;0.0
94059;03/12/2016 14:20;31.6;41.7;17;0.0
94059;03/12/2016 14:30;31.9;39.8;16.5;0.0
94059;03/12/2016 14:40;31.8;39.8;16.4;0.0
94059;03/12/2016 14:50;31.6;38.3;15.7;0.0
94059;03/12/2016 15:00;32.5;39.5;17;0.0
94059;03/12/2016 15:10;32.5;38.3;16.5;0.0
94059;03/12/2016 15:20;32.6;36.2;15.7;0.0
94059;03/12/2016 15:30;32.6;37.2;16.1;0.0
94059;03/12/2016 15:40;32.7;36.5;15.9;0.0
94059;03/12/2016 15:50;32.5;36.8;15.8;0.0
94059;03/12/2016 16:00;32.6;32.8;14.1;0.0
94059;03/12/2016 16:10;32.6;35.2;15.2;0.0
94059;03/12/2016 16:20;33.0;36.4;16.1;0.0
94059;03/12/2016 16:30;32.5;36.0;15.5;0.0
94059;03/12/2016 16:40;32.8;37.0;16.2;0.0
94059;03/12/2016 16:50;33.1;38.7;17.2;0.0
94059;03/12/2016 17:00;32.8;38.0;16.6;0.0
94059;03/12/2016 17:10;32.5;38.5;16.5;0.0
94059;03/12/2016 17:20;32.4;40.0;17.1;0.0
94059;03/12/2016 17:30;32.2;38.4;16.2;0.0
94059;03/12/2016 17:40;32.5;38.5;16.5;0.0
94059;03/12/2016 17:50;32.6;38.7;16.7;0.0
94059;03/12/2016 18:00;32.1;38.3;16.1;0.0
94059;03/12/2016 18:10;32.5;38.5;16.5;0.0
94059;03/12/2016 18:20;31.8;38.6;16;0.0
94059;03/12/2016 18:30;31.8;38.9;16.1;0.0
94059;03/12/2016 18:40;31.5;39.4;16;0.0
94059;03/12/2016 18:50;31.2;40.5;16.2;0.0
94059;03/12/2016 19:00;30.9;40.7;16;0.0
94059;03/12/2016 19:10;30.5;41.9;16.1;0.0
94059;03/12/2016 19:20;30.2;44.1;16.6;0.0
94059;03/12/2016 19:30;29.8;45.2;16.7;0.0
94059;03/12/2016 19:40;29.4;47.2;17;0.0
94059;03/12/2016 19:50;28.9;48.6;17;0.0
94059;03/12/2016 20:00;28.4;50.2;17;0.0
94059;03/12/2016 20:10;27.9;51.6;17;0.0
94059;03/12/2016 20:20;27.5;53.2;17.1;0.0
94059;03/12/2016 20:30;27.0;54.8;17.1;0.0
94059;03/12/2016 20:40;26.5;57.2;17.3;0.0
94059;03/12/2016 20:50;26.0;60.4;17.7;0.0
94059;03/12/2016 21:00;25.6;62.5;17.9;0.0
94059;03/12/2016 21:10;25.3;63.8;17.9;0.0
94059;03/12/2016 21:20;25.0;64.6;17.9;0.0
94059;03/12/2016 21:30;24.7;65.8;17.9;0.0
94059;03/12/2016 21:40;24.4;66.6;17.8;0.0
94059;03/12/2016 21:50;23.9;68.3;17.7;0.0
94059;03/12/2016 22:00;23.9;68.6;17.8;0.0
94059;03/12/2016 22:10;23.5;69.6;17.6;0.0
94059;03/12/2016 22:20;23.4;70.3;17.7;0.0
94059;03/12/2016 22:30;23.1;71.7;17.7;0.0
94059;03/12/2016 22:40;23.1;71.2;17.6;0.0
94059;03/12/2016 22:50;22.9;71.5;17.5;0.0
94059;03/12/2016 23:00;22.4;73.1;17.3;0.0
94059;03/12/2016 23:10;22.6;72.0;17.3;0.0
94059;03/12/2016 23:20;22.5;71.5;17.1;0.0
94059;03/12/2016 23:30;22.4;71.1;16.9;0.0
94059;03/12/2016 23:40;22.3;71.0;16.8;0.0
94059;03/12/2016 23:50;22.2;71.1;16.7;0.0
94059;04/12/2016 0:00;22.1;70.8;16.6;0.0
94059;04/12/2016 0:10;22.0;71.0;16.5;0.0
94059;04/12/2016 0:20;21.8;71.6;16.4;0.0
94059;04/12/2016 0:30;21.6;72.1;16.4;0.0
94059;04/12/2016 0:40;21.9;70.7;16.3;0.0
94059;04/12/2016 0:50;21.7;71.3;16.3;0.0
94059;04/12/2016 1:00;21.5;71.9;16.2;0.0
94059;04/12/2016 1:10;21.5;72.2;16.3;0.0
94059;04/12/2016 1:20;21.5;72.5;16.3;0.0
94059;04/12/2016 1:30;21.2;73.5;16.3;0.0
94059;04/12/2016 1:40;21.1;74.0;16.3;0.0
94059;04/12/2016 1:50;20.9;75.1;16.3;0.0
94059;04/12/2016 2:00;20.5;76.0;16.1;0.0
94059;04/12/2016 2:10;20.7;75.5;16.2;0.0
94059;04/12/2016 2:20;20.7;75.3;16.2;0.0
94059;04/12/2016 2:30;20.6;75.5;16.1;0.0
94059;04/12/2016 2:40;20.5;75.4;16;0.0
94059;04/12/2016 2:50;20.7;74.6;16;0.0
94059;04/12/2016 3:00;20.6;74.5;15.9;0.0
94059;04/12/2016 3:10;20.6;74.5;15.9;0.0
94059;04/12/2016 3:20;20.3;75.2;15.8;0.0
94059;04/12/2016 3:30;20.2;75.4;15.7;0.0
94059;04/12/2016 3:40;20.2;75.1;15.6;0.0
94059;04/12/2016 3:50;19.6;76.6;15.4;0.0
94059;04/12/2016 4:00;19.5;77.2;15.4;0.0
94059;04/12/2016 4:10;19.5;76.9;15.3;0.0
94059;04/12/2016 4:20;19.5;76.4;15.2;0.0
94059;04/12/2016 4:30;19.5;76.1;15.2;0.0
94059;04/12/2016 4:40;19.4;75.6;15;0.0
94059;04/12/2016 4:50;19.1;76.1;14.8;0.0
94059;04/12/2016 5:00;18.5;78.1;14.6;0.0
94059;04/12/2016 5:10;18.6;79.0;14.9;0.0
94059;04/12/2016 5:20;19.1;76.0;14.8;0.0
94059;04/12/2016 5:30;18.9;75.8;14.5;0.0
94059;04/12/2016 5:40;18.9;75.4;14.5;0.0
94059;04/12/2016 5:50;18.7;76.5;14.5;0.0
