estacion;fecha;temperatura;humedad;rocio;precipitacion
94059;2016-11-01 0:00:00;17.8;74.0;13.1;0.0
94059;2016-11-01 0:10:00;17.8;74.2;13.1;0.0
94059;2016-11-01 0:20:00;17.6;74.9;13.1;0.0
94059;2016-11-01 0:30:00;17.5;75.5;13.1;0.0
94059;2016-11-01 0:40:00;17.0;76.1;12.8;0.0
94059;2016-11-01 0:50:00;17.4;76.5;13.2;0.0
94059;2016-11-01 1:00:00;17.2;76.5;13;0.0
94059;2016-11-01 1:10:00;16.8;78.0;12.9;0.0
94059;2016-11-01 1:20:00;16.3;78.9;12.6;0.0
94059;2016-11-01 1:30:00;16.5;79.9;13;0.0
94059;2016-11-01 1:40:00;17.6;79.1;13.9;0.0
94059;2016-11-01 1:50:00;17.7;78.7;14;0.0
94059;2016-11-01 2:00:00;17.8;78.5;14;0.0
94059;2016-11-01 2:10:00;17.5;80.0;14;0.0
94059;2016-11-01 2:20:00;17.3;80.6;13.9;0.0
94059;2016-11-01 2:30:00;17.0;81.1;13.7;0.0
94059;2016-11-01 2:40:00;16.9;81.2;13.7;0.0
94059;2016-11-01 2:50:00;17.0;81.6;13.8;0.0
94059;2016-11-01 3:00:00;16.9;81.9;13.8;0.0
94059;2016-11-01 3:10:00;16.8;82.3;13.8;0.0
94059;2016-11-01 3:20:00;16.4;82.9;13.5;0.0
94059;2016-11-01 3:30:00;16.8;83.3;14;0.0
94059;2016-11-01 3:40:00;16.8;83.0;13.9;0.0
94059;2016-11-01 3:50:00;16.5;83.2;13.6;0.0
94059;2016-11-01 4:00:00;16.4;83.6;13.6;0.0
94059;2016-11-01 4:10:00;16.4;83.5;13.6;0.0
94059;2016-11-01 4:20:00;16.7;83.1;13.8;0.0
94059;2016-11-01 4:30:00;16.2;82.8;13.3;0.0
94059;2016-11-01 4:40:00;15.8;84.0;13.1;0.0
94059;2016-11-01 4:50:00;15.2;85.1;12.7;0.0
94059;2016-11-01 5:00:00;15.1;85.6;12.7;0.0
94059;2016-11-01 5:10:00;15.1;86.5;12.9;0.0
94059;2016-11-01 5:20:00;15.1;86.9;12.9;0.0
94059;2016-11-01 5:30:00;15.0;86.9;12.8;0.0
94059;2016-11-01 5:40:00;14.9;87.2;12.8;0.0
94059;2016-11-01 5:50:00;14.6;87.6;12.6;0.0
94059;2016-11-01 6:00:00;14.2;88.1;12.3;0.0
94059;2016-11-01 6:10:00;14.2;88.5;12.3;0.0
94059;2016-11-01 6:20:00;14.4;89.2;12.6;0.0
94059;2016-11-01 6:30:00;14.5;89.1;12.7;0.0
94059;2016-11-01 6:40:00;14.2;89.1;12.4;0.0
94059;2016-11-01 6:50:00;14.7;89.2;12.9;0.0
94059;2016-11-01 7:00:00;15.4;88.6;13.5;0.0
94059;2016-11-01 7:10:00;15.7;88.0;13.7;0.0
94059;2016-11-01 7:20:00;16.4;86.2;14.1;0.0
94059;2016-11-01 7:30:00;16.6;85.1;14.1;0.0
94059;2016-11-01 7:40:00;17.4;84.0;14.7;0.0
94059;2016-11-01 7:50:00;17.8;81.9;14.7;0.0
94059;2016-11-01 8:00:00;17.6;81.2;14.3;0.0
94059;2016-11-01 8:10:00;17.8;81.0;14.5;0.0
94059;2016-11-01 8:20:00;17.4;81.3;14.2;0.0
94059;2016-11-01 8:30:00;17.4;81.5;14.2;0.0
94059;2016-11-01 8:40:00;15.9;82.6;12.9;0.0
94059;2016-11-01 8:50:00;15.4;81.9;12.3;0.0
94059;2016-11-01 9:00:00;15.0;78.5;11.3;0.0
94059;2016-11-01 9:10:00;15.1;77.1;11.1;0.0
94059;2016-11-01 9:20:00;15.2;74.6;10.7;0.0
94059;2016-11-01 9:30:00;15.2;73.2;10.4;0.0
94059;2016-11-01 9:40:00;15.2;73.1;10.4;0.0
94059;2016-11-01 9:50:00;15.2;73.9;10.6;0.0
94059;2016-11-01 10:00:00;15.4;74.1;10.8;0.0
94059;2016-11-01 10:10:00;15.2;73.9;10.6;0.0
94059;2016-11-01 10:20:00;15.4;72.6;10.5;0.0
94059;2016-11-01 10:30:00;15.5;73.1;10.7;0.0
94059;2016-11-01 10:40:00;15.0;74.2;10.4;0.0
94059;2016-11-01 10:50:00;16.6;70.4;11.2;0.0
94059;2016-11-01 11:00:00;17.7;58.8;9.5;0.0
94059;2016-11-01 11:10:00;18.5;52.6;8.6;0.0
94059;2016-11-01 11:20:00;18.8;50.1;8.2;0.0
94059;2016-11-01 11:30:00;18.9;46.5;7.2;0.0
94059;2016-11-01 11:40:00;18.7;44.8;6.5;0.0
94059;2016-11-01 11:50:00;19.1;43.0;6.2;0.0
94059;2016-11-01 12:00:00;18.4;39.8;4.5;0.0
94059;2016-11-01 12:10:00;19.0;36.6;3.8;0.0
94059;2016-11-01 12:20:00;19.6;36.9;4.5;0.0
94059;2016-11-01 12:30:00;19.2;35.4;3.5;0.0
94059;2016-11-01 12:40:00;19.9;34.1;3.6;0.0
94059;2016-11-01 12:50:00;19.6;34.7;3.6;0.0
94059;2016-11-01 13:00:00;19.5;32.4;2.6;0.0
94059;2016-11-01 13:10:00;19.2;31.7;2;0.0
94059;2016-11-01 13:20:00;19.3;31.0;1.8;0.0
94059;2016-11-01 13:30:00;20.4;30.8;2.6;0.0
94059;2016-11-01 13:40:00;20.2;30.5;2.3;0.0
94059;2016-11-01 13:50:00;19.6;30.1;1.6;0.0
94059;2016-11-01 14:00:00;20.1;30.9;2.4;0.0
94059;2016-11-01 14:10:00;20.2;32.1;3;0.0
94059;2016-11-01 14:20:00;19.8;30.9;2.2;0.0
94059;2016-11-01 14:30:00;19.6;30.6;1.8;0.0
94059;2016-11-01 14:40:00;19.4;30.4;1.6;0.0
94059;2016-11-01 14:50:00;20.0;31.4;2.6;0.0
94059;2016-11-01 15:00:00;19.8;30.1;1.8;0.0
94059;2016-11-01 15:10:00;20.0;29.1;1.5;0.0
94059;2016-11-01 15:20:00;20.1;28.6;1.3;0.0
94059;2016-11-01 15:30:00;20.2;25.8;0;0.0
94059;2016-11-01 15:40:00;20.9;25.0;0.2;0.0
94059;2016-11-01 15:50:00;20.7;25.9;0.5;0.0
94059;2016-11-01 16:00:00;19.9;25.0;-0.7;0.0
94059;2016-11-01 16:10:00;19.9;24.6;-0.9;0.0
94059;2016-11-01 16:20:00;19.7;25.9;-0.4;0.0
94059;2016-11-01 16:30:00;19.7;26.5;-0.1;0.0
94059;2016-11-01 16:40:00;19.4;26.1;-0.5;0.0
94059;2016-11-01 16:50:00;19.0;26.0;-0.9;0.0
94059;2016-11-01 17:00:00;18.9;26.5;-0.7;0.0
94059;2016-11-01 17:10:00;18.6;26.1;-1.2;0.0
94059;2016-11-01 17:20:00;18.5;25.8;-1.4;0.0
94059;2016-11-01 17:30:00;18.5;25.1;-1.8;0.0
94059;2016-11-01 17:40:00;18.3;24.5;-2.3;0.0
94059;2016-11-01 17:50:00;18.4;24.2;-2.4;0.0
94059;2016-11-01 18:00:00;18.0;23.5;-3.1;0.0
94059;2016-11-01 18:10:00;17.8;23.8;-3.1;0.0
94059;2016-11-01 18:20:00;17.6;22.9;-3.8;0.0
94059;2016-11-01 18:30:00;17.3;23.4;-3.8;0.0
94059;2016-11-01 18:40:00;16.9;23.0;-4.3;0.0
94059;2016-11-01 18:50:00;16.7;23.1;-4.4;0.0
94059;2016-11-01 19:00:00;16.6;22.8;-4.7;0.0
94059;2016-11-01 19:10:00;16.7;22.6;-4.7;0.0
94059;2016-11-01 19:20:00;16.5;22.5;-5;0.0
94059;2016-11-01 19:30:00;16.4;21.6;-5.6;0.0
94059;2016-11-01 19:40:00;15.9;22.6;-5.4;0.0
94059;2016-11-01 19:50:00;15.6;23.4;-5.2;0.0
94059;2016-11-01 20:00:00;15.3;24.2;-5;0.0
94059;2016-11-01 20:10:00;15.0;24.9;-4.9;0.0
94059;2016-11-01 20:20:00;14.6;25.8;-4.8;0.0
94059;2016-11-01 20:30:00;14.1;27.2;-4.5;0.0
94059;2016-11-01 20:40:00;13.5;28.8;-4.3;0.0
94059;2016-11-01 20:50:00;13.1;29.9;-4.1;0.0
94059;2016-11-01 21:00:00;12.5;31.8;-3.8;0.0
94059;2016-11-01 21:10:00;12.1;33.0;-3.7;0.0
94059;2016-11-01 21:20:00;11.5;34.7;-3.5;0.0
94059;2016-11-01 21:30:00;10.9;37.4;-3.1;0.0
94059;2016-11-01 21:40:00;10.5;38.4;-3.1;0.0
94059;2016-11-01 21:50:00;10.3;38.9;-3.1;0.0
94059;2016-11-01 22:00:00;10.1;40.0;-2.9;0.0
94059;2016-11-01 22:10:00;11.1;37.5;-2.8;0.0
94059;2016-11-01 22:20:00;11.6;35.4;-3.2;0.0
94059;2016-11-01 22:30:00;11.0;37.2;-3;0.0
94059;2016-11-01 22:40:00;10.7;38.8;-2.7;0.0
94059;2016-11-01 22:50:00;10.4;40.0;-2.6;0.0
94059;2016-11-01 23:00:00;11.0;38.2;-2.7;0.0
94059;2016-11-01 23:10:00;10.6;39.2;-2.7;0.0
94059;2016-11-01 23:20:00;10.2;40.4;-2.6;0.0
94059;2016-11-01 23:30:00;9.8;41.4;-2.7;0.0
94059;2016-11-01 23:40:00;9.6;42.5;-2.5;0.0
94059;2016-11-01 23:50:00;8.8;43.7;-2.9;0.0
94059;2016-11-02 0:00:00;8.5;45.4;-2.6;0.0
94059;2016-11-02 0:10:00;8.8;45.1;-2.4;0.0
94059;2016-11-02 0:20:00;9.0;44.7;-2.4;0.0
94059;2016-11-02 0:30:00;9.2;44.4;-2.3;0.0
94059;2016-11-02 0:40:00;9.4;43.7;-2.3;0.0
94059;2016-11-02 0:50:00;9.0;45.0;-2.3;0.0
94059;2016-11-02 1:00:00;9.2;44.0;-2.4;0.0
94059;2016-11-02 1:10:00;9.3;43.2;-2.6;0.0
94059;2016-11-02 1:20:00;9.2;42.9;-2.7;0.0
94059;2016-11-02 1:30:00;9.2;42.7;-2.8;0.0
94059;2016-11-02 1:40:00;10.0;39.7;-3.1;0.0
94059;2016-11-02 1:50:00;10.4;37.7;-3.4;0.0
94059;2016-11-02 2:00:00;10.4;37.5;-3.5;0.0
94059;2016-11-02 2:10:00;10.6;36.6;-3.6;0.0
94059;2016-11-02 2:20:00;10.7;35.8;-3.8;0.0
94059;2016-11-02 2:30:00;10.3;36.7;-3.8;0.0
94059;2016-11-02 2:40:00;9.9;37.7;-3.8;0.0
94059;2016-11-02 2:50:00;9.6;38.7;-3.8;0.0
94059;2016-11-02 3:00:00;9.0;40.7;-3.6;0.0
94059;2016-11-02 3:10:00;7.8;44.4;-3.6;0.0
94059;2016-11-02 3:20:00;7.2;47.7;-3.1;0.0
94059;2016-11-02 3:30:00;7.2;47.9;-3.1;0.0
94059;2016-11-02 3:40:00;7.6;46.6;-3.1;0.0
94059;2016-11-02 3:50:00;7.5;46.1;-3.3;0.0
94059;2016-11-02 4:00:00;7.7;45.8;-3.2;0.0
94059;2016-11-02 4:10:00;7.9;44.8;-3.3;0.0
94059;2016-11-02 4:20:00;7.7;45.1;-3.4;0.0
94059;2016-11-02 4:30:00;7.8;44.4;-3.6;0.0
94059;2016-11-02 4:40:00;8.1;43.3;-3.6;0.0
94059;2016-11-02 4:50:00;8.2;42.6;-3.7;0.0
94059;2016-11-02 5:00:00;8.6;40.7;-4;0.0
94059;2016-11-02 5:10:00;8.4;41.2;-4;0.0
94059;2016-11-02 5:20:00;7.7;42.7;-4.2;0.0
94059;2016-11-02 5:30:00;6.8;45.2;-4.2;0.0
94059;2016-11-02 5:40:00;5.7;49.5;-4;0.0
94059;2016-11-02 5:50:00;5.4;51.8;-3.7;0.0
94059;2016-11-02 6:00:00;5.7;50.9;-3.7;0.0
94059;2016-11-02 6:10:00;5.3;52.5;-3.6;0.0
94059;2016-11-02 6:20:00;5.0;53.2;-3.7;0.0
94059;2016-11-02 6:30:00;5.4;52.4;-3.5;0.0
94059;2016-11-02 6:40:00;5.8;52.2;-3.2;0.0
94059;2016-11-02 6:50:00;7.0;50.2;-2.6;0.0
94059;2016-11-02 7:00:00;7.8;49.2;-2.2;0.0
94059;2016-11-02 7:10:00;8.8;47.3;-1.8;0.0
94059;2016-11-02 7:20:00;10.2;44.9;-1.2;0.0
94059;2016-11-02 7:30:00;11.7;39.2;-1.7;0.0
94059;2016-11-02 7:40:00;12.7;36.1;-1.9;0.0
94059;2016-11-02 7:50:00;13.6;34.0;-1.9;0.0
94059;2016-11-02 8:00:00;14.6;32.7;-1.6;0.0
94059;2016-11-02 8:10:00;15.2;30.0;-2.2;0.0
94059;2016-11-02 8:20:00;15.8;29.2;-2.1;0.0
94059;2016-11-02 8:30:00;16.3;28.6;-1.9;0.0
94059;2016-11-02 8:40:00;17.0;27.6;-1.8;0.0
94059;2016-11-02 8:50:00;17.1;28.1;-1.5;0.0
94059;2016-11-02 9:00:00;17.5;26.5;-1.9;0.0
94059;2016-11-02 9:10:00;17.8;25.9;-2;0.0
94059;2016-11-02 9:20:00;18.3;27.7;-0.6;0.0
94059;2016-11-02 9:30:00;18.2;25.0;-2.1;0.0
94059;2016-11-02 9:40:00;18.4;25.7;-1.6;0.0
94059;2016-11-02 9:50:00;18.8;27.0;-0.6;0.0
94059;2016-11-02 10:00:00;18.0;25.4;-2.1;0.0
94059;2016-11-02 10:10:00;18.3;25.5;-1.8;0.0
94059;2016-11-02 10:20:00;18.8;23.6;-2.4;0.0
94059;2016-11-02 10:30:00;18.7;24.0;-2.3;0.0
94059;2016-11-02 10:40:00;19.5;25.0;-1;0.0
94059;2016-11-02 10:50:00;18.8;23.7;-2.3;0.0
94059;2016-11-02 11:00:00;19.9;22.2;-2.3;0.0
94059;2016-11-02 11:10:00;20.0;21.2;-2.8;0.0
94059;2016-11-02 11:20:00;19.6;21.0;-3.3;0.0
94059;2016-11-02 11:30:00;20.3;22.7;-1.7;0.0
94059;2016-11-02 11:40:00;20.2;21.4;-2.5;0.0
94059;2016-11-02 11:50:00;21.0;21.4;-1.9;0.0
94059;2016-11-02 12:00:00;20.9;21.2;-2.1;0.0
94059;2016-11-02 12:10:00;20.4;19.8;-3.4;0.0
94059;2016-11-02 12:20:00;20.6;22.5;-1.5;0.0
94059;2016-11-02 12:30:00;19.8;19.6;-4;0.0
94059;2016-11-02 12:40:00;21.1;20.0;-2.7;0.0
94059;2016-11-02 12:50:00;21.2;19.7;-2.8;0.0
94059;2016-11-02 13:00:00;21.0;19.8;-2.9;0.0
94059;2016-11-02 13:10:00;21.3;18.7;-3.4;0.0
94059;2016-11-02 13:20:00;21.9;20.5;-1.7;0.0
94059;2016-11-02 13:30:00;22.0;18.6;-2.9;0.0
94059;2016-11-02 13:40:00;22.6;20.0;-1.5;0.0
94059;2016-11-02 13:50:00;22.2;19.8;-1.9;0.0
94059;2016-11-02 14:00:00;21.7;18.8;-3;0.0
94059;2016-11-02 14:10:00;22.5;22.9;0.3;0.0
94059;2016-11-02 14:20:00;23.0;20.1;-1.1;0.0
94059;2016-11-02 14:30:00;23.5;18.4;-1.9;0.0
94059;2016-11-02 14:40:00;23.3;18.8;-1.7;0.0
94059;2016-11-02 14:50:00;22.9;16.3;-4;0.0
94059;2016-11-02 15:00:00;23.7;16.8;-2.9;0.0
94059;2016-11-02 15:10:00;23.2;18.2;-2.3;0.0
94059;2016-11-02 15:20:00;23.7;15.8;-3.7;0.0
94059;2016-11-02 15:30:00;23.7;15.8;-3.7;0.0
94059;2016-11-02 15:40:00;23.8;15.9;-3.6;0.0
94059;2016-11-02 15:50:00;23.2;17.9;-2.5;0.0
94059;2016-11-02 16:00:00;23.6;19.0;-1.3;0.0
94059;2016-11-02 16:10:00;23.5;19.6;-1;0.0
94059;2016-11-02 16:20:00;23.6;17.4;-2.5;0.0
94059;2016-11-02 16:30:00;23.0;17.9;-2.6;0.0
94059;2016-11-02 16:40:00;23.6;19.4;-1.1;0.0
94059;2016-11-02 16:50:00;24.2;17.4;-2.1;0.0
94059;2016-11-02 17:00:00;23.8;19.3;-1;0.0
94059;2016-11-02 17:10:00;24.0;19.8;-0.5;0.0
94059;2016-11-02 17:20:00;24.1;19.5;-0.6;0.0
94059;2016-11-02 17:30:00;24.5;19.8;0;0.0
94059;2016-11-02 17:40:00;23.7;19.8;-0.7;0.0
94059;2016-11-02 17:50:00;23.4;18.2;-2.1;0.0
94059;2016-11-02 18:00:00;23.8;18.5;-1.5;0.0
94059;2016-11-02 18:10:00;23.5;18.7;-1.6;0.0
94059;2016-11-02 18:20:00;23.0;18.9;-1.9;0.0
94059;2016-11-02 18:30:00;22.6;19.6;-1.7;0.0
94059;2016-11-02 18:40:00;22.4;20.2;-1.5;0.0
94059;2016-11-02 18:50:00;21.7;21.2;-1.4;0.0
94059;2016-11-02 19:00:00;21.3;22.6;-0.9;0.0
94059;2016-11-02 19:10:00;20.7;24.3;-0.4;0.0
94059;2016-11-02 19:20:00;20.1;26.4;0.2;0.0
94059;2016-11-02 19:30:00;19.2;28.1;0.3;0.0
94059;2016-11-02 19:40:00;18.8;28.5;0.2;0.0
94059;2016-11-02 19:50:00;18.3;29.5;0.2;0.0
94059;2016-11-02 20:00:00;17.1;32.7;0.6;0.0
94059;2016-11-02 20:10:00;17.1;31.0;-0.1;0.0
94059;2016-11-02 20:20:00;16.8;30.7;-0.5;0.0
94059;2016-11-02 20:30:00;16.4;30.3;-1.1;0.0
94059;2016-11-02 20:40:00;16.2;29.6;-1.6;0.0
94059;2016-11-02 20:50:00;15.6;30.9;-1.5;0.0
94059;2016-11-02 21:00:00;14.7;33.7;-1.1;0.0
94059;2016-11-02 21:10:00;14.1;35.6;-0.9;0.0
94059;2016-11-02 21:20:00;13.5;37.0;-0.9;0.0
94059;2016-11-02 21:30:00;12.8;39.0;-0.8;0.0
94059;2016-11-02 21:40:00;12.4;41.4;-0.3;0.0
94059;2016-11-02 21:50:00;12.2;41.2;-0.6;0.0
94059;2016-11-02 22:00:00;11.8;42.5;-0.5;0.0
94059;2016-11-02 22:10:00;12.8;38.6;-0.9;0.0
94059;2016-11-02 22:20:00;12.8;38.1;-1.1;0.0
94059;2016-11-02 22:30:00;12.7;38.0;-1.2;0.0
94059;2016-11-02 22:40:00;12.4;39.6;-0.9;0.0
94059;2016-11-02 22:50:00;11.2;44.3;-0.5;0.0
94059;2016-11-02 23:00:00;10.9;45.9;-0.3;0.0
94059;2016-11-02 23:10:00;10.3;48.2;-0.2;0.0
94059;2016-11-02 23:20:00;10.0;49.1;-0.2;0.0
94059;2016-11-02 23:30:00;9.7;49.5;-0.3;0.0
94059;2016-11-02 23:40:00;9.3;50.5;-0.4;0.0
94059;2016-11-02 23:50:00;9.1;50.7;-0.6;0.0
94059;2016-11-03 0:00:00;8.9;50.8;-0.7;0.0
94059;2016-11-03 0:10:00;9.1;50.4;-0.6;0.0
94059;2016-11-03 0:20:00;9.4;49.3;-0.7;0.0
94059;2016-11-03 0:30:00;9.8;47.1;-0.9;0.0
94059;2016-11-03 0:40:00;9.6;47.6;-1;0.0
94059;2016-11-03 0:50:00;9.3;49.6;-0.7;0.0
94059;2016-11-03 1:00:00;8.9;50.9;-0.7;0.0
94059;2016-11-03 1:10:00;9.0;50.2;-0.8;0.0
94059;2016-11-03 1:20:00;8.7;51.5;-0.7;0.0
94059;2016-11-03 1:30:00;8.4;53.6;-0.5;0.0
94059;2016-11-03 1:40:00;8.3;53.7;-0.5;0.0
94059;2016-11-03 1:50:00;8.0;55.0;-0.5;0.0
94059;2016-11-03 2:00:00;6.9;60.6;-0.2;0.0
94059;2016-11-03 2:10:00;7.2;60.2;0;0.0
94059;2016-11-03 2:20:00;6.7;60.5;-0.4;0.0
94059;2016-11-03 2:30:00;6.3;64.6;0.1;0.0
94059;2016-11-03 2:40:00;6.4;65.8;0.5;0.0
94059;2016-11-03 2:50:00;6.2;66.5;0.4;0.0
94059;2016-11-03 3:00:00;5.4;69.5;0.3;0.0
94059;2016-11-03 3:10:00;5.2;70.0;0.2;0.0
94059;2016-11-03 3:20:00;5.1;71.0;0.3;0.0
94059;2016-11-03 3:30:00;5.4;69.2;0.2;0.0
94059;2016-11-03 3:40:00;5.8;66.8;0.1;0.0
94059;2016-11-03 3:50:00;5.5;67.5;0;0.0
94059;2016-11-03 4:00:00;5.8;68.5;0.5;0.0
94059;2016-11-03 4:10:00;5.3;68.5;0;0.0
94059;2016-11-03 4:20:00;5.4;69.1;0.2;0.0
94059;2016-11-03 4:30:00;5.2;69.8;0.1;0.0
94059;2016-11-03 4:40:00;5.1;69.7;0;0.0
94059;2016-11-03 4:50:00;4.8;71.4;0.1;0.0
94059;2016-11-03 5:00:00;5.3;71.0;0.5;0.0
94059;2016-11-03 5:10:00;5.3;71.8;0.6;0.0
94059;2016-11-03 5:20:00;5.4;71.2;0.6;0.0
94059;2016-11-03 5:30:00;5.7;70.1;0.7;0.0
94059;2016-11-03 5:40:00;4.8;72.5;0.3;0.0
94059;2016-11-03 5:50:00;5.2;73.1;0.8;0.0
94059;2016-11-03 6:00:00;4.8;73.9;0.6;0.0
94059;2016-11-03 6:10:00;4.8;74.1;0.6;0.0
94059;2016-11-03 6:20:00;4.8;74.0;0.6;0.0
94059;2016-11-03 6:30:00;5.0;74.5;0.9;0.0
94059;2016-11-03 6:40:00;5.4;74.0;1.1;0.0
94059;2016-11-03 6:50:00;6.3;72.2;1.7;0.0
94059;2016-11-03 7:00:00;7.2;73.1;2.7;0.0
94059;2016-11-03 7:10:00;9.2;68.6;3.7;0.0
94059;2016-11-03 7:20:00;10.5;66.1;4.4;0.0
94059;2016-11-03 7:30:00;12.1;60.0;4.6;0.0
94059;2016-11-03 7:40:00;14.1;50.1;3.9;0.0
94059;2016-11-03 7:50:00;15.5;44.7;3.5;0.0
94059;2016-11-03 8:00:00;17.0;41.8;3.9;0.0
94059;2016-11-03 8:10:00;18.1;39.5;4.1;0.0
94059;2016-11-03 8:20:00;19.2;40.0;5.3;0.0
94059;2016-11-03 8:30:00;20.7;38.1;5.9;0.0
94059;2016-11-03 8:40:00;21.8;32.8;4.7;0.0
94059;2016-11-03 8:50:00;22.5;31.8;4.9;0.0
94059;2016-11-03 9:00:00;23.6;30.5;5.3;0.0
94059;2016-11-03 9:10:00;24.0;27.1;3.9;0.0
94059;2016-11-03 9:20:00;24.9;27.0;4.6;0.0
94059;2016-11-03 9:30:00;24.2;31.8;6.4;0.0
94059;2016-11-03 9:40:00;24.8;30.2;6.2;0.0
94059;2016-11-03 9:50:00;25.3;28.2;5.6;0.0
94059;2016-11-03 10:00:00;25.8;29.4;6.6;0.0
94059;2016-11-03 10:10:00;26.0;32.1;8.1;0.0
94059;2016-11-03 10:20:00;26.2;28.2;6.4;0.0
94059;2016-11-03 10:30:00;26.6;27.3;6.2;0.0
94059;2016-11-03 10:40:00;27.7;26.0;6.5;0.0
94059;2016-11-03 10:50:00;27.2;24.6;5.2;0.0
94059;2016-11-03 11:00:00;27.9;23.5;5.2;0.0
94059;2016-11-03 11:10:00;27.7;22.2;4.2;0.0
94059;2016-11-03 11:20:00;28.4;20.8;3.8;0.0
94059;2016-11-03 11:30:00;28.6;18.9;2.7;0.0
94059;2016-11-03 11:40:00;29.0;20.9;4.4;0.0
94059;2016-11-03 11:50:00;29.3;23.0;6;0.0
94059;2016-11-03 12:00:00;29.3;19.5;3.7;0.0
94059;2016-11-03 12:10:00;29.6;19.5;3.9;0.0
94059;2016-11-03 12:20:00;30.1;17.8;3;0.0
94059;2016-11-03 12:30:00;29.8;19.2;3.9;0.0
94059;2016-11-03 12:40:00;30.1;17.9;3.1;0.0
94059;2016-11-03 12:50:00;30.8;18.8;4.4;0.0
94059;2016-11-03 13:00:00;31.1;16.8;3;0.0
94059;2016-11-03 13:10:00;30.5;17.8;3.4;0.0
94059;2016-11-03 13:20:00;31.1;18.6;4.5;0.0
94059;2016-11-03 13:30:00;31.2;19.5;5.2;0.0
94059;2016-11-03 13:40:00;30.7;18.4;4;0.0
94059;2016-11-03 13:50:00;31.3;18.4;4.5;0.0
94059;2016-11-03 14:00:00;31.2;18.4;4.4;0.0
94059;2016-11-03 14:10:00;31.3;17.5;3.8;0.0
94059;2016-11-03 14:20:00;31.7;16.4;3.2;0.0
94059;2016-11-03 14:30:00;31.2;17.4;3.6;0.0
94059;2016-11-03 14:40:00;32.1;18.6;5.3;0.0
94059;2016-11-03 14:50:00;31.5;17.6;4;0.0
94059;2016-11-03 15:00:00;31.2;17.1;3.4;0.0
94059;2016-11-03 15:10:00;31.9;17.6;4.3;0.0
94059;2016-11-03 15:20:00;31.6;17.2;3.8;0.0
94059;2016-11-03 15:30:00;31.5;17.2;3.7;0.0
94059;2016-11-03 15:40:00;31.7;18.0;4.5;0.0
94059;2016-11-03 15:50:00;31.8;15.7;2.6;0.0
94059;2016-11-03 16:00:00;31.9;16.7;3.6;0.0
94059;2016-11-03 16:10:00;32.0;17.3;4.2;0.0
94059;2016-11-03 16:20:00;32.1;16.5;3.6;0.0
94059;2016-11-03 16:30:00;32.4;15.1;2.6;0.0
94059;2016-11-03 16:40:00;32.1;16.8;3.8;0.0
94059;2016-11-03 16:50:00;31.7;17.3;3.9;0.0
94059;2016-11-03 17:00:00;32.3;16.2;3.5;0.0
94059;2016-11-03 17:10:00;31.7;16.3;3.1;0.0
94059;2016-11-03 17:20:00;31.8;16.3;3.2;0.0
94059;2016-11-03 17:30:00;31.8;16.7;3.5;0.0
94059;2016-11-03 17:40:00;31.6;16.6;3.3;0.0
94059;2016-11-03 17:50:00;31.3;17.0;3.4;0.0
94059;2016-11-03 18:00:00;31.4;16.5;3;0.0
94059;2016-11-03 18:10:00;31.0;18.3;4.2;0.0
94059;2016-11-03 18:20:00;30.4;18.7;4;0.0
94059;2016-11-03 18:30:00;29.9;20.7;5;0.0
94059;2016-11-03 18:40:00;29.2;21.5;5;0.0
94059;2016-11-03 18:50:00;28.8;21.7;4.8;0.0
94059;2016-11-03 19:00:00;28.2;22.5;4.8;0.0
94059;2016-11-03 19:10:00;27.3;24.6;5.3;0.0
94059;2016-11-03 19:20:00;26.7;25.0;5.1;0.0
94059;2016-11-03 19:30:00;26.1;26.4;5.3;0.0
94059;2016-11-03 19:40:00;25.4;27.9;5.5;0.0
94059;2016-11-03 19:50:00;24.7;29.7;5.8;0.0
94059;2016-11-03 20:00:00;23.6;32.8;6.3;0.0
94059;2016-11-03 20:10:00;23.3;34.3;6.7;0.0
94059;2016-11-03 20:20:00;22.6;36.5;7;0.0
94059;2016-11-03 20:30:00;21.9;38.6;7.2;0.0
94059;2016-11-03 20:40:00;21.4;40.6;7.5;0.0
94059;2016-11-03 20:50:00;21.0;42.1;7.6;0.0
94059;2016-11-03 21:00:00;20.7;43.9;8;0.0
94059;2016-11-03 21:10:00;20.3;45.2;8.1;0.0
94059;2016-11-03 21:20:00;19.9;46.5;8.1;0.0
94059;2016-11-03 21:30:00;19.3;48.5;8.2;0.0
94059;2016-11-03 21:40:00;19.5;48.5;8.4;0.0
94059;2016-11-03 21:50:00;19.1;49.5;8.3;0.0
94059;2016-11-03 22:00:00;18.5;50.9;8.2;0.0
94059;2016-11-03 22:10:00;18.1;52.8;8.3;0.0
94059;2016-11-03 22:20:00;17.3;55.0;8.2;0.0
94059;2016-11-03 22:30:00;16.8;56.0;8;0.0
94059;2016-11-03 22:40:00;16.3;57.0;7.8;0.0
94059;2016-11-03 22:50:00;15.3;60.1;7.6;0.0
94059;2016-11-03 23:00:00;15.1;62.2;7.9;0.0
94059;2016-11-03 23:10:00;14.6;64.0;7.9;0.0
94059;2016-11-03 23:20:00;15.3;64.9;8.7;0.0
94059;2016-11-03 23:30:00;13.6;65.2;7.2;0.0
94059;2016-11-03 23:40:00;14.7;64.7;8.1;0.0
94059;2016-11-03 23:50:00;14.9;63.8;8.1;0.0
94059;2016-11-04 0:00:00;14.2;66.4;8;0.0
